icnrtname,applydate,genwaste,bizgenwaste,icnrtproqt,btmdustqt,flyashsoldqt,eqeffgasacqt,acteleqt,actseqt,actsep,seincome,oprthour,nooprthour,dsnprcqt,dustlandfillqt,brheat,applyno
屏東縣崁頂垃圾資源回收(焚化)廠,202203,5694.05,6633.9,12815.62,1439.03,1150.11,6977.69,4051.2,2205.5,54.44,3782.763,771,717,900,1150.11,2.400,WEPT5929
臺中市文山垃圾焚化廠,202203,17065.02,608.14,18684.34,2249.83,0,10038.64,8311.11,6710.33,80.73,12711.73,2232,0,900,0,1.600,WEPB2401
高雄市岡山垃圾資源回收(焚化)廠,202203,8169.44,10854.11,22151.76,2950.91,2191.46,15827.6,13096,10149.2,77.49,18953,1759,473,1350,2191.46,4.200,WEPS1656
高雄市政府環境保護局南區資源回收廠,202203,12770.33,15851.86,25690.45,4217.26,2994.98,8074,7086.48,5203.2,73.42,8595.409,1800,1176,1800,2994.98,-1.000,WEPE5641
高雄市政府環境保護局中區資源回收廠,202203,17836.23,0,16809.02,1690.8,1143.71,8240,6388.05,4251.16,66.54,6964.018,1529,703,900,1143.71,2.800,WEPE5004
基隆市天外天垃圾資源回收(焚化)廠,202203,12972.32,3571.94,16906.96,2429.4,1112.67,5334.28,10305.55,8274.59,80.29,16313.61,1394,94,600,1112.67,-1.000,WEPC1448
高雄市仁武垃圾資源回收(焚化)廠,202203,14346.89,16698.88,31698.85,4762.05,887.78,14300,18389.9,14509.6,78.89,26781.5,1998,234,1350,887.78,1.600,WEPS2225
新竹市垃圾資源回收廠,202203,9711.92,12826.62,21225.56,3260.5,1172.31,7968,13668.96,11450.98,83.77,20870.77,1488,0,900,2257.91,2.100,WEPO1732
宜蘭縣利澤垃圾資源回收(焚化)廠,202203,12826.49,3377.59,12398.58,2745.05,795.5,6182,7019.61,5731.7,81.65,10641.41,1029,459,600,795.5,-1.000,WEPG3008
臺中市后里資源回收廠,202203,15294.79,1866.66,16573.36,2219.62,914.75,7340.02,10258.6,8544.6,83.29,15739.22,974,514,900,914.75,-1.000,WEPL9232
臺北市政府環境保護局內湖垃圾焚化廠,202203,9854.31,10392.39,14413.42,1821.97,593.16,8481.5,3468.17,2032.8,58.61,3690.377,2095,137,900,0,2.400,WEPA4244
臺中市烏日資源回收廠,202203,19773.32,2462.77,23252.83,2982.31,1600.22,10506.82,14702.06,11944.79,81.24,23038.69,1291,197,900,1600.22,-1.000,WEPL0028
桃園市垃圾焚化廠,202203,38048.2,4319.88,40857.29,6452.95,1914.05,22330,24944.3,21835.3,87.53,46073.49,1488,0,1350,1454.65,-1.000,WEPH4335
臺北市政府環境保護局北投垃圾焚化廠,202203,13078.57,28909.77,39226.61,5278.69,1117.95,9685,19588.96,14592,74.49,24809.4,2673,303,1800,0,1.100,WEPA4427
新北市樹林垃圾焚化廠,202203,25973.16,2615.14,26699.9,3830.63,733.75,0,15543.8,12828.04,82.52,24484.78,2189,43,1350,733.75,2.600,WEPF0759
新北市新店垃圾焚化廠,202205,20294.58,0,19806.2,2529.11,467.6,0,10230.8,8292.3,81.05,15063.69,1488,0,900,467.6,2.600,WEPF0537
彰化縣溪州垃圾焚化廠,202202,22196.99,89.71,21874.48,2379.69,855.83,10863.5,11660.6,9504,81.5,15589.85,1203,141,900,855.83,1.100,WEPN3259
新北市八里垃圾焚化廠,202202,30306.77,1058.39,32742.55,3886.32,1816.55,10446,21028.68,18348.53,87.25,31638.39,1955,61,1350,1816.55,0.900,WEPF2314
新北市樹林垃圾焚化廠,202202,20995.36,1897.49,25177.8,2440.83,421.22,0,14284.6,11950.49,83.65,21097.26,1980,36,1350,421.22,1.000,WEPF0759
宜蘭縣利澤垃圾資源回收(焚化)廠,202202,11759.28,2778.23,17267.44,1376.68,301.25,8064,9499.32,7973,83.93,14025.07,1344,0,600,301.25,1.200,WEPG3008
嘉義市垃圾焚化廠,202203,3830.78,1279.52,6074.66,887.3,199.52,1573.2,1732.83,1114.76,64.33,2136.36,1488,0,300,199.52,1.500,WEPI2617
新北市新店垃圾焚化廠,202202,14464.79,0,17811.9,1723.1,286.95,0,8972.3,7288.67,81.23,12558.67,1344,0,900,286.95,0.200,WEPF0537
嘉義縣鹿草垃圾焚化廠,202202,15594.07,5033.59,21804.94,3035.58,918.13,7860,13222.2,10934.4,82.69,17203,1297,47,900,918.13,0.500,WEPQ7513
嘉義市垃圾焚化廠,202202,4215.56,1146.11,5547.57,658.71,151.71,1353.7,1518.58,1010.64,66.55,1604.27,1344,0,300,151.71,1.800,WEPI2617
屏東縣崁頂垃圾資源回收(焚化)廠,202202,10794.78,8528.62,19467.15,2352.91,386.03,9834.41,7511.2,4905.5,65.3,7980.978,1248,96,900,386.03,1.600,WEPT5929
臺中市烏日資源回收廠,202202,18910.59,3294.71,23684.4,2656.14,1372.26,10424.25,14489.79,11805.4,81.47,21591.07,1301,43,900,1372.26,1.900,WEPL0028
基隆市天外天垃圾資源回收(焚化)廠,202206,13328.68,3651.04,17108.96,1447.97,965.17,5473.14,10538.13,8325.53,79,17499.95,1440,0,600,965.17,-1.000,WEPC1448
苗栗縣垃圾焚化廠,202205,13513.46,1146.09,14415.65,1725.54,599.39,6803.71,8153.38,6678.95,81.91,13090.38,1437,51,500,599.39,2.400,WEPK0322
臺南市城西垃圾焚化廠,202205,11489.22,3732.88,10725.97,1589.41,2035.46,2981.18,6038.4,4442.4,73.56,8628.467,902,586,900,2035.46,-1.000,WEPD3244
臺南市永康垃圾資源回收(焚化)廠,202203,18021.42,3419.84,17968.74,2190.63,1234.87,7195,10556.1,8886.97,84.18,18152.89,1066,422,900,1234.87,-1.000,WEPR8506
高雄市政府環境保護局中區資源回收廠,202202,11963.75,0,14269.69,1480.49,870.69,5715,5632.03,3655.04,64.89,5647.443,1260,756,900,870.69,1.600,WEPE5004
臺中市后里資源回收廠,202202,20364.8,1705.84,22797.84,2856.5,1072.93,10030.99,14516,12257.9,84.44,21920.71,1344,0,900,1072.93,-1.000,WEPL9232
苗栗縣垃圾焚化廠,202202,10242.89,1029.25,12554.39,1373.3,525.71,5943.11,6945.26,5751.17,82.8,9623.885,1247,97,500,525.71,2.000,WEPK0322
桃園市垃圾焚化廠,202202,28818.9,3690.93,34320.03,4424.5,1267.55,19530,20789.1,18189.9,87.49,35047.61,1301,43,1350,1234.95,-1.000,WEPH4335
臺北市政府環境保護局北投垃圾焚化廠,202202,12839.09,23350.71,36872.73,3562.68,987.26,2354,17345.53,12854.4,74.1,20491.97,2486,202,1800,0,1.200,WEPA4427
臺南市城西垃圾焚化廠,202202,11935.98,3411.23,14865.02,1883.42,1504,4239.74,8157.6,6321.12,77.48,11719.71,1282,62,900,1504,-1.000,WEPD3244
高雄市仁武垃圾資源回收(焚化)廠,202202,13601.04,15688.42,30283.94,4064.85,1018.03,12800,18078.7,14476,80.07,24528.37,1905,111,1350,1018.03,1.300,WEPS2225
宜蘭縣利澤垃圾資源回收(焚化)廠,202201,13956.96,2300.58,17979.08,1930.5,0,8928,10640.65,8964.9,84.25,16350.47,1488,0,600,0,-1.000,WEPG3008
新北市八里垃圾焚化廠,202201,35354.94,1395.36,34218.21,5208.36,1698.34,11463,23854.97,20906.91,87.64,36235.84,2178,54,1350,1698.34,1.600,WEPF2314
基隆市天外天垃圾資源回收(焚化)廠,202202,12091.21,3365.84,16480.26,1501.08,631.76,5061.87,10182.02,8310.68,81.62,14932.33,1321,23,600,631.76,-1.000,WEPC1448
新竹市垃圾資源回收廠,202202,7940.31,8127.76,18232.64,1975.95,538.51,6297,10975.15,9047.879,82.43,13635.85,1231,113,900,2166.25,2.900,WEPO1732
臺中市烏日資源回收廠,202201,18800.51,3196.68,22668.84,3191.14,1024.18,11123.82,15723.6,12762.54,81.16,22014.89,1383,105,900,1024.18,-1.000,WEPL0028
嘉義市垃圾焚化廠,202201,5395.62,1497.93,5891.06,821.2,193.34,1911.7,1771.92,1188.88,67.09,2221.151,1488,0,300,193.34,1.300,WEPI2617
臺南市永康垃圾資源回收(焚化)廠,202202,12855.79,2714.53,19939.99,2318.87,491.19,7898,11788.43,9941.12,84.32,17297.35,1170,174,900,491.19,1.300,WEPR8506
臺北市政府環境保護局內湖垃圾焚化廠,202202,4827.22,8155.85,13471.21,1279.02,505.53,7660.7,3227.41,1922.8,59.57,3486.054,2016,0,900,0,2.740,WEPA4244
臺北市政府環境保護局木柵垃圾焚化廠,202202,5556.9,4292.5,19341.47,2876.46,166.94,0,7178.92,5257.58,73.23,8641.12,2633,55,1500,0,0.900,WEPA4059
苗栗縣垃圾焚化廠,202201,13050.84,826.56,13813.17,1522.52,603.11,7017.36,8436.5,7047.69,83.53,13226.33,1488,0,500,603.11,-1.000,WEPK0322
臺南市永康垃圾資源回收(焚化)廠,202301,18282.64,1798.19,17835.45,2275.55,496.73,7553,6853.46,5831.93,85.09,11220.6,1119,369,900,496.73,-1.000,WEPR8506
嘉義縣鹿草垃圾焚化廠,202201,18363.44,5159.05,24513.69,3689.86,1038.24,8928,15539.8,12864.1,82.78,20993,1488,0,900,1038.24,2.600,WEPQ7513
高雄市政府環境保護局南區資源回收廠,202201,17009.34,12211.58,29833.92,5119.04,2584.4,10414,15000.72,10800,71.99,18487.44,2093,883,1800,2584.4,2.400,WEPE5641
彰化縣溪州垃圾焚化廠,202112,24614.49,234.18,27813.45,3477.47,948,13706.18,15820.1,13191.7,83.38,25353.61,1488,0,900,948,0.400,WEPN3259
宜蘭縣利澤垃圾資源回收(焚化)廠,202212,13847.34,3783.6,17752.29,3215.54,0,8740,9985.15,8221,82.33,18587.72,1451,37,600,0,1.800,WEPG3008
臺中市文山垃圾焚化廠,202202,15195.41,471.06,17094.61,1705.77,0,8957.87,7521.74,6110.38,81.23,10704,2015,1,900,0,0.600,WEPB2401
高雄市岡山垃圾資源回收(焚化)廠,202202,9034.44,15776.85,23903.55,3408.04,422.11,17532.2,14996.9,11980.5,79.88,21713,1946,70,1350,422.11,3.100,WEPS1656
彰化縣溪州垃圾焚化廠,202201,28751.8,189.42,24141.83,3192.79,1029.71,12040.32,14047.5,11593.5,82.53,19768.46,1330,158,900,1029.71,1.200,WEPN3259
新北市樹林垃圾焚化廠,202201,26853.09,2673.35,25971,3790.98,789.09,0,15597.2,13033.82,83.56,23959.77,2154,78,1350,789.09,1.900,WEPF0759
高雄市政府環境保護局中區資源回收廠,202201,19863.05,0,19075.1,2130.89,813.39,8562,7612.6,5301.51,69.64,8948.808,1691,541,900,813.39,4.200,WEPE5004
臺北市政府環境保護局木柵垃圾焚化廠,202201,9272,14957.66,21852.32,2879.62,445.35,0,8259.41,5905.47,71.49,9715.76,2813,163,1500,0,1.300,WEPA4059
屏東縣崁頂垃圾資源回收(焚化)廠,202201,8943.06,11497.02,18985.75,3093.67,1411.95,11161.52,6951.5,4440.5,63.87,7238.855,1242,246,900,1411.95,1.500,WEPT5929
臺中市后里資源回收廠,202201,22326.69,2140.05,23277.34,3701.5,1253.95,10948.56,16065.2,13536,84.25,24865.93,1488,0,900,1253.95,2.800,WEPL9232
高雄市岡山垃圾資源回收(焚化)廠,202201,17800.6,13988.13,26977.77,3903.48,820.98,19500.8,17573.3,14092,80.18,27019,2170,62,1350,820.98,4.000,WEPS1656
臺南市永康垃圾資源回收(焚化)廠,202201,20265.21,3889.88,23563.64,3071.38,1449.43,10044,15659.89,13384.7,85.47,24537.2,1488,0,900,1449.43,-1.000,WEPR8506
高雄市仁武垃圾資源回收(焚化)廠,202201,17120.3,15546.98,24637.33,4062.57,1916.45,12100,15169.7,11937.6,78.69,19906.15,1567,665,1350,1916.45,1.900,WEPS2225
桃園市垃圾焚化廠,202201,25363.52,2510.45,22777.61,3926.93,1336.97,16440,17214.5,14818.8,86.08,27467.72,1096,392,1350,1336.97,3.700,WEPH4335
臺南市城西垃圾焚化廠,202201,12901.02,3812.34,15874.13,2429.81,1504.5,4954.08,9600,7548.24,78.62,14176.45,1488,0,900,1504.5,-1.000,WEPD3244
臺北市政府環境保護局內湖垃圾焚化廠,202201,7758.34,6465.58,15881.03,1826.83,461.69,8292.4,3690.53,2232.8,60.5,4286.024,2214,18,900,0,1.700,WEPA4244
高雄市政府環境保護局南區資源回收廠,202202,14130.27,10026.01,26939.09,3508.05,1318.15,11618,12904.32,9363.2,72.55,15501.62,1801,887,1800,1318.15,2.900,WEPE5641
新北市新店垃圾焚化廠,202201,21168.39,0,19213.2,2659.98,468.91,0,9997.3,8155.66,81.57,14675.54,1488,0,900,468.91,0.800,WEPF0537
新竹市垃圾資源回收廠,202201,10801.51,8319.39,18846.18,2405.65,223.51,6228,10969.46,8910.229,81.22,14276.05,1278,210,900,2629.16,1.500,WEPO1732
臺北市政府環境保護局北投垃圾焚化廠,202201,14415.06,27011.82,41528.57,5633.38,1640.7,4988,23023.37,17966.4,78.03,30955.67,2898,78,1800,0,1.300,WEPA4427
嘉義市垃圾焚化廠,202212,4709.09,1249.62,6092.32,821.44,150.9,1885.6,1793.88,1273.08,70.96,2881.346,1488,0,300,150.9,1.600,WEPI2617
嘉義市垃圾焚化廠,202112,4333.69,1438.67,6327.91,867.91,228.2,1841.8,1766.92,1179.54,66.75,1615.791,1488,0,300,228.2,1.300,WEPI2617
基隆市天外天垃圾資源回收(焚化)廠,202201,14244.53,3502.15,17771.26,2202.91,881.92,5668.01,11502.29,9417.87,81.87,17474.12,1486,2,600,881.92,2.600,WEPC1448
臺南市永康垃圾資源回收(焚化)廠,202112,20141.74,3971.87,25073.55,3025.14,943.49,10044,15594.58,13305.5,85.32,26205.78,1488,0,900,943.49,-1.000,WEPR8506
新北市八里垃圾焚化廠,202112,31737.06,1895.98,35700.6,5144.5,1456.61,11799,24383.95,21377.76,87.67,50121.5,2232,0,1350,1456.61,1.800,WEPF2314
嘉義縣鹿草垃圾焚化廠,202112,16552.53,6015.38,24464.2,3463.49,1110.97,8928,15181.9,12518.1,82.45,21401,1488,0,900,1110.97,1.100,WEPQ7513
宜蘭縣利澤垃圾資源回收(焚化)廠,202112,9801.81,8147.16,18565.28,2531.84,1037.75,8927,10790.61,9085.2,84.19,18629.79,1488,0,600,1037.75,-1.000,WEPG3008
新竹市垃圾資源回收廠,202112,8656.55,9247.69,19179.12,2797.44,750.76,7224,5606.874,4580.747,81.69,6529.475,1308,180,900,3917.38,2.800,WEPO1732
新北市樹林垃圾焚化廠,202112,22819.21,2807.54,26863.2,3562.63,701.61,0,15637.3,13079.86,83.64,28495.55,2183,49,1350,701.61,2.200,WEPF0759
臺中市烏日資源回收廠,202212,23946.02,3351.5,27088.26,3214.15,2174.47,12235.23,17896.67,14811.89,82.76,33922.78,1488,0,900,2174.47,-1.000,WEPL0028
臺中市烏日資源回收廠,202112,21075.6,3463.61,24706.27,3149.52,1366.09,11470.42,16827.13,13836.26,82.22,27934.23,1488,0,900,1366.09,-1.000,WEPL0028
臺南市城西垃圾焚化廠,202203,10882.47,3852.46,17542.72,2353.27,752.57,4738.98,9770.16,7641.84,78.21,15191.08,1488,0,900,752.57,2.800,WEPD3244
新北市新店垃圾焚化廠,202112,16675.68,0,18921.4,2276.14,413.56,0,8996.6,7254.79,80.63,13018.92,1425,63,900,413.56,0.800,WEPF0537
臺北市政府環境保護局木柵垃圾焚化廠,202112,10464.58,14019.63,23982.69,3377.68,571.44,0,8907.08,6502.327,73,11755.66,2817,159,1500,0,1.400,WEPA4059
基隆市天外天垃圾資源回收(焚化)廠,202112,11199.92,2903.66,8865.67,990.99,593.46,2837.71,4884.49,3703.22,75.81,7485.1,730,758,600,593.46,-1.000,WEPC1448
臺南市城西垃圾焚化廠,202112,11394.24,3646.8,14303.83,1861.39,752.46,3988.22,7795.2,6081.6,78.01,11610,1212,276,900,752.46,2.500,WEPD3244
屏東縣崁頂垃圾資源回收(焚化)廠,202112,12131.07,10574.53,23165.78,3421.38,761.98,13005,7410.9,4367.3,58.93,5330,1445,43,900,761.98,2.700,WEPT5929
臺中市文山垃圾焚化廠,202201,17858,629.17,17666.74,1986.46,0,9684.73,8378.88,6771,80.81,12354,2232,0,900,0,2.700,WEPB2401
臺中市文山垃圾焚化廠,202112,10531.3,1736.7,14806.16,1862.83,612.39,7897.84,6287.61,4778.68,76,8923.19,1797,435,900,612.39,0.800,WEPB2401
高雄市岡山垃圾資源回收(焚化)廠,202112,16880.06,8865.17,25390,4107.58,1738.56,18305.9,15344.6,12237.2,79.74,25026,2020,212,1350,1738.56,2.900,WEPS1656
高雄市政府環境保護局南區資源回收廠,202112,13997.18,8890.98,35829.73,5443.56,2481.57,13218,17785.92,13152,73.94,23547.25,2413,563,1800,2481.57,2.000,WEPE5641
高雄市政府環境保護局中區資源回收廠,202112,18907.3,0,16732.1,1816.59,732.87,9788,6233.41,4092.76,65.65,7004.491,1447,785,900,732.87,4.300,WEPE5004
臺中市后里資源回收廠,202208,20873.34,4475.13,24657.43,2999.82,1022.2,11556.45,15625.2,12937.5,82.79,37109.91,1488,0,900,1022.2,-1.000,WEPL9232
臺中市后里資源回收廠,202112,19423.19,2511.14,23788.63,2719.61,1252.86,10894.76,15974.5,13435.6,84.1,25901.59,1488,0,900,1252.86,-1.000,WEPL9232
桃園市垃圾焚化廠,202112,28700.3,3755.02,35898.79,5101.26,1430.39,20990,21214.5,18338.7,86.44,36200.25,1398,90,1350,1430.39,-1.000,WEPH4335
高雄市仁武垃圾資源回收(焚化)廠,202112,11348.74,20360.91,34914.9,5770.53,615.91,14700,23579.7,19166.4,81.28,37071.04,2230,2,1350,615.91,3.300,WEPS2225
彰化縣溪州垃圾焚化廠,202111,22457.68,299.37,22569.41,3013.04,424.68,11183.03,12664.3,10358,81.78,19511.06,1214,226,900,424.68,1.700,WEPN3259
臺中市文山垃圾焚化廠,202111,13323.82,1656.43,14168.58,1900.08,916.48,8092.8,5891.34,4302.83,73.03,9320.71,1733,427,900,916.48,2.900,WEPB2401
嘉義縣鹿草垃圾焚化廠,202111,13893.66,3800.98,15819.1,2277.43,887.22,5550,8362.2,6357.7,76.02,10710,919,521,900,887.22,-1.000,WEPQ7513
臺北市政府環境保護局內湖垃圾焚化廠,202112,2996.72,1197.06,10498.52,1066.14,259.88,4741.8,2329.92,1412.8,60.63,3197.429,1481,751,900,0,2.200,WEPA4244
新北市八里垃圾焚化廠,202111,27015.67,1546.39,33485.31,4653.72,1378.38,11386,23355.52,20397.78,87.33,76863.21,2160,0,1350,1378.38,1.100,WEPF2314
宜蘭縣利澤垃圾資源回收(焚化)廠,202111,8199.82,7476.04,16198.57,2079.26,624,7985,9064.08,7503.1,82.77,14730.8,1309,131,600,624,-1.000,WEPG3008
苗栗縣垃圾焚化廠,202111,13142.14,1109.65,13576.77,1768.83,549.74,6789.49,8208.87,6788.07,82.69,13144,1440,0,500,549.74,-1.000,WEPK0322
桃園市垃圾焚化廠,202205,22055.15,2912.97,23813.73,3276.37,1071.56,13260,13685.8,11273.8,82.37,22677.23,882,606,1350,891.26,-1.000,WEPH4335
苗栗縣垃圾焚化廠,202112,12390.27,1348.31,13874.78,2021.66,603.99,7016.18,8363.98,6964.69,83.27,13620.24,1488,0,500,603.99,1.200,WEPK0322
臺北市政府環境保護局北投垃圾焚化廠,202112,11839.17,28528.81,41833.48,5659.19,1070.06,3062,22311.57,17131.2,76.78,32470.02,2894,82,1800,0,1.200,WEPA4427
新竹市垃圾資源回收廠,202111,8837.24,11565.21,19365.03,2837.79,822.32,8471,8319.121,6863.648,82.5,12258.86,1373,67,900,2745.62,1.300,WEPO1732
高雄市政府環境保護局中區資源回收廠,202111,18183.84,0,17675.66,1904.63,720.82,7566,6593.68,4331.2,65.68,8448.026,1524,636,900,720.82,2.500,WEPE5004
基隆市天外天垃圾資源回收(焚化)廠,202111,11299.04,2885.09,16274.88,2080.72,736.72,5125.91,9789.54,8179.41,83.55,16462.04,1340,100,600,736.72,-1.000,WEPC1448
高雄市仁武垃圾資源回收(焚化)廠,202111,23865.35,4191.11,36669.5,5846.03,1700.34,14500,23341,19113.3,81.88,45839.79,2160,0,1350,1700.34,2.800,WEPS2225
臺北市政府環境保護局北投垃圾焚化廠,202111,9841.19,18092.12,21508.04,2596.53,368.64,1909,9542.79,6676.8,69.96,13635.65,1375,1505,1800,0,1.200,WEPA4427
桃園市垃圾焚化廠,202111,33606.32,3671.03,37807.39,5597.64,1612.05,22590,22672.8,19693.4,86.85,44028.16,1438,2,1350,1612.05,-1.000,WEPH4335
臺北市政府環境保護局木柵垃圾焚化廠,202111,9730.62,20234.6,25431.15,3852.99,218.82,0,9093.16,6678.676,73.44,13821.97,2880,0,1500,0,0.500,WEPA4059
臺中市烏日資源回收廠,202111,10839.72,1211.07,12510.87,2076.28,762.85,6516.65,8305.36,6612.86,79.62,14667.81,744,696,900,762.85,0.700,WEPL0028
高雄市岡山垃圾資源回收(焚化)廠,202111,14848.87,8683.47,27145.04,3959.96,1799.85,18296.2,16495.8,12959.1,78.55,25536,2029,131,1350,1799.85,1.500,WEPS1656
屏東縣崁頂垃圾資源回收(焚化)廠,202111,10610.29,8769.47,18680.29,2696.16,963.62,10593,6777.4,3923,57.88,7016.763,1173,267,900,963.62,1.900,WEPT5929
臺南市城西垃圾焚化廠,202111,10798.61,3491.7,14252.32,2335.42,843,3755.18,7363.2,5458.32,74.12,10227.45,1154,286,900,843,-1.000,WEPD3244
新北市樹林垃圾焚化廠,202111,23485.09,2330.1,27176.8,3417.43,567.06,0,15648.7,13077.81,83.57,34599.23,2143,17,1350,567.06,0.900,WEPF0759
高雄市政府環境保護局南區資源回收廠,202111,7585.14,11987.69,24441.99,3481.01,1154.16,16200,3708,2732.8,73.7,4810.555,1856,1024,1800,1154.16,1.200,WEPE5641
新北市八里垃圾焚化廠,202110,27303.52,1728.36,29074.83,3487.38,1171.96,9392,19057.54,16167.06,84.83,33367.36,1843,389,1350,1171.96,0.800,WEPF2314
嘉義市垃圾焚化廠,202111,4443.78,1423.36,6192.57,805.93,230.33,1717.9,1704.26,1105.11,64.84,2269.862,1440,0,300,230.33,1.800,WEPI2617
臺中市后里資源回收廠,202111,18697.31,2072.32,23053.34,3185.17,1673.14,9836.17,15607.2,13087.1,83.85,25390.16,1440,0,900,1673.14,-1.000,WEPL9232
彰化縣溪州垃圾焚化廠,202110,20440.7,153.95,23057.43,2510.78,334.64,11723.34,12393.5,9943.2,80.22,25450.57,1254,234,900,334.64,2.600,WEPN3259
臺南市永康垃圾資源回收(焚化)廠,202110,19299.22,4500.38,24350.77,2944.84,1415.75,10044,15199.58,12824.56,84.37,31410.43,1488,0,900,1415.75,-1.000,WEPR8506
臺中市后里資源回收廠,202110,14233.39,1953.23,13090.8,1766.42,737.21,5831.05,7547.4,5903.8,78.22,11927.15,810,678,900,737.21,2.800,WEPL9232
桃園市垃圾焚化廠,202110,34719.88,3181.84,36078.38,5241.18,1559.14,21520,22795.2,19651.1,86.2,38180.52,1434,54,1350,1559.14,1.800,WEPH4335
嘉義市垃圾焚化廠,202110,4375.89,1390.7,6283.55,801.18,162.24,1740.3,1744.12,1086.48,62.29,2865.636,1488,0,300,162.24,1.200,WEPI2617
高雄市仁武垃圾資源回收(焚化)廠,202110,26794.33,4281.85,25071.8,2848.74,2047.82,12000,15369.7,11977.9,77.93,20446.2,1481,751,1350,2047.82,2.800,WEPS2225
臺南市城西垃圾焚化廠,202110,11567.52,3520.12,17655.46,2328.52,801.07,5044.32,9491.52,7157.28,75.4,7631.733,1488,0,900,801.07,-1.000,WEPD3244
新北市新店垃圾焚化廠,202111,18942.32,28.47,18449.1,2262.34,397.73,0,9295.6,7513.24,80.82,14200.25,1398,42,900,397.73,0.600,WEPF0537
臺南市永康垃圾資源回收(焚化)廠,202111,21269.99,4190.07,24234.46,3109.27,1427.04,9720,15415.21,13158.37,85.35,27892.63,1440,0,900,1427.04,1.100,WEPR8506
嘉義縣鹿草垃圾焚化廠,202110,15394.42,5508.21,24823.95,3245.98,1241.7,8928,14385.9,11438.1,79.5,19005,1488,0,900,1241.7,1.000,WEPQ7513
臺北市政府環境保護局木柵垃圾焚化廠,202110,9341.3,17526.05,23087.47,3516.41,250.99,0,8798.71,6328.04,71.92,12273.21,2676,300,1500,0,1.500,WEPA4059
新竹市垃圾資源回收廠,202110,9510.8,11194.06,22018.17,3222.05,841.48,8979,14108.63,11763.36,83.37,21397.25,1488,0,900,4647.48,1.500,WEPO1732
臺北市政府環境保護局內湖垃圾焚化廠,202111,4321.4,3972.92,6370.7,504.5,545.5,3138.5,1603.95,962.4,60,2318.767,918,1242,900,0,2.100,WEPA4244
高雄市岡山垃圾資源回收(焚化)廠,202110,12398.49,15876.58,27279.8,3934.28,2298.5,18535.9,17832.6,14062.1,78.85,32157,2052,180,1350,2298.5,3.600,WEPS1656
宜蘭縣利澤垃圾資源回收(焚化)廠,202110,7379.04,6267.13,14694.16,2558.56,363.2,7069,7813.66,6276.2,80.32,12784.13,1175,313,600,363.2,0.800,WEPG3008
新北市新店垃圾焚化廠,202110,18955.18,199.27,20171.7,1860.14,446.59,0,9791.7,7878.03,80.45,19687.61,1488,0,900,446.59,0.600,WEPF0537
