icnrtname,applydate,genwaste,bizgenwaste,icnrtproqt,btmdustqt,flyashsoldqt,eqeffgasacqt,acteleqt,actseqt,actsep,seincome,oprthour,nooprthour,dsnprcqt,dustlandfillqt,brheat,applyno
新北市八里垃圾焚化廠,202001,34418.43,1671.81,33817.52,4897.08,1481.28,11767,23268.8,20264.42,87.08,32921.93,2232,0,1350,1481.28,0.200,WEPF2314
新竹市垃圾資源回收廠,201202,13240.15,4400.39,19669.37,2811.27,740.91,6190.53,11461.54,8905.341,77.697,15128.93,1392,0,900,3552.18,2.800,WEPO1732
臺南市城西垃圾焚化廠,201202,14679.63,1766.06,20675.97,2806.27,0,6443.28,8326.56,6274.08,75.35,9426.35,1392,0,900,0,-1.000,WEPD3244
臺中市后里資源回收廠,201202,14887.19,6288.54,24075.83,4089,1299.85,8495.66,8683.8,7358.3,84.735,15096.16,1334,58,900,1299.85,-1.000,WEPL9232
苗栗縣垃圾焚化廠,201202,7547.11,3249.65,13834.6,1876.77,629.33,6447.3,8083.6,6563.63,81.196,11101.66,1356,36,500,629.33,-1.000,WEPK0322
新北市樹林垃圾焚化廠,201202,17198.26,0,20993.6,2438.63,482.348,6960,9136.3,7045.21,77.112,11065.25,1392,696,1350,482.348,2.740,WEPF0759
臺南市永康垃圾資源回收(焚化)廠,201202,17240.57,7250.71,26111.44,3728.12,1456.22,9396,12872.34,10739.04,83.427,17107.67,1392,0,900,1456.22,2.000,WEPR8506
基隆市天外天垃圾資源回收(焚化)廠,201202,5284.25,8333.93,16470.42,2059.76,891.6,5132.44,9948.34,8045.84,80.876,13966.39,1339,53,600,891.6,4.700,WEPC1448
桃園市垃圾焚化廠,201202,36776.3,4855.83,39159.78,5616.69,1511.76,21000,22367.8,19797.8,88.51,31850,1344,48,1350,1511.76,-1.000,WEPH4335
高雄市仁武垃圾資源回收(焚化)廠,201202,12450.38,19298.29,35918.77,5053.13,1826.62,13320,18820.1,15028.7,79.854,21803.62,1962.5,125.5,1350,1826.62,2.700,WEPS2225
臺北市政府環境保護局內湖垃圾焚化廠,201202,6515.6,2251.82,13823.81,2498.37,0,7428.8,2855.23,1390.44,48.698,2004,1634,454,900,0,0.800,WEPA4244
臺北市政府環境保護局木柵垃圾焚化廠,201202,7917.93,18292.16,25037.89,4872.76,395.8,0,5726.6,3403.3,59.429,4490.418,2290,494,1500,0,1.200,WEPA4059
屏東縣崁頂垃圾資源回收(焚化)廠,201202,10139.36,1783,15139.86,2458.21,859.6,13060,6012.9,3778.8,62.844,6230.253,901,491,900,859.6,1.000,WEPT5929
嘉義市垃圾焚化廠,201202,5355.02,0,5955.303,814.22,213.08,1364,1504.42,996.89,66.264,1508.581,1392,0,300,213.08,0.700,WEPI2617
高雄市岡山垃圾資源回收(焚化)廠,201202,11422.6,14575.66,26415.25,5923.73,1418.95,17098.7,13316.7,9471.9,71.128,14370,1887,201,1350,7342.68,2.700,WEPS1656
彰化縣溪州垃圾焚化廠,201202,19272.74,2444.11,24938.23,3540.11,1381.71,11328,12167,9781,80.389,15422,1392,0,900,1381.71,3.200,WEPN3259
臺中市烏日資源回收廠,201202,16334.06,8870.97,25919.53,3611.35,1419.73,16188.09,14810.95,12090.18,81.63,22559.16,1392,0,900,1419.73,2.500,WEPL0028
嘉義市垃圾焚化廠,201205,7428.03,0,6653.119,838.59,163.38,1482,1644.16,1015.06,61.737,1772.03,1488,0,300,163.38,1.300,WEPI2617
臺中市后里資源回收廠,201205,21878.44,6682.23,24871.28,3159.5,1382.43,8956.91,6486.2,5186.2,79.957,6983.19,1474,14,900,1382.43,-1.000,WEPL9232
苗栗縣垃圾焚化廠,201204,9858.9,2342.55,10819.23,2018.08,649.9,5005.8,5845.59,4415.4,75.533,7866.234,1052,388,500,649.9,-1.000,WEPK0322
宜蘭縣利澤垃圾資源回收(焚化)廠,201204,11890.28,4719.72,11175.79,1890.45,731.89,5811,5708.54,4224,73.994,6546.65,894,546,600,731.89,-1.000,WEPG3008
臺北市政府環境保護局北投垃圾焚化廠,201203,16169.38,22445.31,36391.66,10583.82,0,14140,10721.36,6286.66,58.636,12480.01,2232,744,1800,0,0.700,WEPA4427
新北市新店垃圾焚化廠,201201,17508.91,0,15403.6,2060.2,518.593,5600,7160.1,5394,75.334,8687.385,1104.5,383.5,900,518.593,2.710,WEPF0537
臺北市政府環境保護局北投垃圾焚化廠,201202,14596.3,16455.95,34072.32,9206.83,0,13580,10713.2,6480.61,60.491,10841.57,2070,714,1800,0,1.100,WEPA4427
高雄市政府環境保護局南區資源回收廠,201212,5117.69,17700.93,15520.66,3472.12,1690.29,6776,6736.32,4822.4,71.588,8980.73,945,2031,1800,5162.41,2.200,WEPE5641
高雄市政府環境保護局中區資源回收廠,201212,21738.7,0,20691.7,2418.6,840.78,8511,6652.49,4480.74,67.354,7707,1781,451,900,3259.38,2.300,WEPE5004
新北市樹林垃圾焚化廠,201201,25116.15,0,26205.7,3738.05,792.177,9102,12543.9,10023.34,79.906,16869.13,1820,412,1350,792.177,2.730,WEPF0759
臺中市烏日資源回收廠,201201,19212.89,9731.2,25946.91,4059.2,1692.48,16769.26,15619.32,12612.97,80.752,27019.66,1442,46,900,2940.17,3.900,WEPL0028
新竹市垃圾資源回收廠,201201,15140.77,4534.7,17374.1,2488.06,619.64,6933.12,11070.27,8455.751,76.382,17365.14,1488,0,900,3107.7,1.900,WEPO1732
嘉義縣鹿草垃圾焚化廠,201201,15328.91,10578.98,25650.47,3950.89,1402.19,8928,15512.2,13050.2,84.128,19490,1488,0,900,1402.19,-1.000,WEPQ7513
新北市八里垃圾焚化廠,201201,9665.76,27418.52,34761.47,5501.72,1768,12460,22413.93,18300.53,81.648,32492.33,2232,0,1350,1768,2.800,WEPF2314
臺北市政府環境保護局北投垃圾焚化廠,201201,17759.74,21480.9,38920.27,9487.6,0,15460,14549.42,9503.46,65.318,18045.59,2611,365,1800,0,0.400,WEPA4427
臺中市文山垃圾焚化廠,201201,18771.24,3484.7,20645.88,2287.76,1608.72,11541,8558.28,6595.95,77.071,11358.36,2232,0,900,1608.72,2.000,WEPB2401
臺北市政府環境保護局內湖垃圾焚化廠,201201,9431.8,1788.69,13242.98,2602.37,0,7957.8,3193,1628,50.986,2735,1708,524,900,0,1.400,WEPA4244
臺南市城西垃圾焚化廠,201201,19709.22,2141.63,21333.77,3277.07,6584.253,7728.64,9541.92,7302.48,76.53,12867.64,1473,15,900,6584.253,-1.000,WEPD3244
桃園市垃圾焚化廠,201201,33190.69,5242.67,36187.17,4981.48,1748.33,19420,24151.6,21464.4,88.873,38710,1456,32,1350,1748.33,3.300,WEPH4335
苗栗縣垃圾焚化廠,201201,12933.99,3143.96,14736.04,2196.99,641.44,7017.6,8909.22,7221.78,81.059,14170.08,1488,0,500,641.44,-1.000,WEPK0322
高雄市政府環境保護局中區資源回收廠,201201,13593.27,0,8624.07,1425.35,853.4,4373.99,1443.56,826.73,57.27,804.64,700,1532,900,853.4,3.500,WEPE5004
基隆市天外天垃圾資源回收(焚化)廠,201201,7569.25,11233.81,16965.3,2266.44,922.22,5428.84,10222.49,8258.92,80.791,15821.04,1398,90,600,922.22,4.700,WEPC1448
臺北市政府環境保護局木柵垃圾焚化廠,201201,11644.8,15119.81,25055.3,6308.11,385.11,0,6315.6,3890.34,61.598,6663.398,2271,705,1500,0,2.000,WEPA4059
彰化縣溪州垃圾焚化廠,201201,19057.42,3087.39,23569.24,3724.34,1000.53,11537,12807.1,10259.5,80.107,16747,1392,96,900,1000.53,2.900,WEPN3259
高雄市仁武垃圾資源回收(焚化)廠,201201,16253.82,21534.86,36901.01,6994.89,1825.91,13750,20891.1,17003.4,81.39,29980.03,1998,234,1350,1825.91,2.700,WEPS2225
宜蘭縣利澤垃圾資源回收(焚化)廠,201201,16255.22,4608.04,16937.88,2205.28,1058.51,8996,9527.97,7743.1,81.267,13815.67,1384,104,600,1058.51,1.200,WEPG3008
臺南市永康垃圾資源回收(焚化)廠,201201,21406.15,5539.64,27390.38,3876.54,837.4,10044,15163.48,12887.34,84.989,23745.17,1488,0,900,837.4,-1.000,WEPR8506
高雄市政府環境保護局南區資源回收廠,201202,14487.16,15942.01,36299.28,6706.3,2097.02,14238,12186.48,9401.6,77.147,16429.8,1987,797,1800,7613.11,4.700,WEPE5641
臺中市文山垃圾焚化廠,201212,12493.39,4110.84,18395,2237.29,840.98,10535.39,7176.66,5260.43,73.299,8243.708,1948,284,900,840.98,2.600,WEPB2401
臺中市后里資源回收廠,201211,20454.1,6409.75,26647.61,4714.79,1089.68,9979.28,15518.8,12959.9,83.511,24865.71,1440,0,900,1642.48,2.900,WEPL9232
苗栗縣垃圾焚化廠,201210,10391.42,2129.85,9791.36,1393.6,649.15,4604.3,5372.69,4093.81,76.196,8564.35,962,526,500,757.52,-1.000,WEPK0322
屏東縣崁頂垃圾資源回收(焚化)廠,201210,20427.78,3535.23,20717.4,3484.14,1139.43,17130,10521.1,7495.9,71.246,14902.51,1306,182,900,1139.43,1.700,WEPT5929
高雄市仁武垃圾資源回收(焚化)廠,201210,14788.51,25367.9,28834.51,6035.13,1453.86,10310,15836,12303.1,77.69,27401.6,1489.5,742.5,1350,7488.99,4.600,WEPS2225
臺北市政府環境保護局木柵垃圾焚化廠,201210,14159.13,17206.31,25238.35,5648.62,433.02,0,7202.3,4616.23,64.093,8286.786,2597,379,1500,0,1.900,WEPA4059
臺北市政府環境保護局內湖垃圾焚化廠,201210,5571.81,17306.44,16188.04,3548.75,0,12832.1,3435.92,1756.58,51.124,3562.281,2232,0,900,0,0.800,WEPA4244
新竹市垃圾資源回收廠,201210,15910.92,5355.94,22077.18,3599.98,1178.08,10348.37,13584.92,10809.05,79.566,23082.43,1488,0,900,4778.06,2.900,WEPO1732
高雄市政府環境保護局南區資源回收廠,201210,16406.02,17224.87,37950.57,9201.55,1964.98,10123,19672.08,14883.2,75.656,27810.81,2220,756,1800,11166.53,-1.000,WEPE5641
臺南市永康垃圾資源回收(焚化)廠,201210,18629.42,4456.65,19556.85,3066.68,863.54,7256,9983.98,8047.49,80.604,17964.24,1075,413,900,863.54,-1.000,WEPR8506
基隆市天外天垃圾資源回收(焚化)廠,201210,5937,8864.93,9980.38,1401.19,534.5,3083.6,5490.4,3897.7,70.991,7932.215,800,688,600,534.5,2.900,WEPC1448
新北市八里垃圾焚化廠,201210,5139.06,23129.2,23708.84,4255.24,1192,8640,15389.98,11789.28,76.603,20398.98,1598,634,1350,1192,1.500,WEPF2314
嘉義市垃圾焚化廠,201210,6623.63,0,3340.772,633.83,115.87,766,791.51,492.13,62.176,998.839,716,772,300,115.87,2.100,WEPI2617
彰化縣溪州垃圾焚化廠,201210,22515.74,2661.3,20656.18,3344.69,1372.59,10913,11144.6,8477.7,76.07,17470.87,1253,235,900,1372.59,3.200,WEPN3259
新北市八里垃圾焚化廠,201412,6739.26,25440.66,33614.19,5551.98,1901.53,12980,23642.25,19835.25,83.897,43581.16,2232,0,1350,1901.53,1.900,WEPF2314
嘉義縣鹿草垃圾焚化廠,201412,13007.58,10681.2,24443.43,4092.04,1481.64,8928,15664.4,13191.4,84.212,27602,1488,0,900,1481.64,3.300,WEPQ7513
臺南市城西垃圾焚化廠,201210,14256.87,3129.46,19254.31,3477.11,0,5204.4,8713.68,6501.36,74.611,12834.21,1488,0,900,0,-1.000,WEPD3244
高雄市岡山垃圾資源回收(焚化)廠,201210,14816.61,16427.29,27884.8,5326.78,1937.68,17455.5,14653.2,10375,70.803,21778,1910,322,1350,7264.46,3.100,WEPS1656
臺北市政府環境保護局北投垃圾焚化廠,201210,10415.71,96.12,4603.91,2200.53,0,1719,1777.45,1044.48,58.762,5281.399,264,2712,1800,0,0.600,WEPA4427
臺中市后里資源回收廠,201210,18033.8,6530.51,16581.02,2341.09,821.98,6376.03,9338.1,7504.3,80.362,14653.81,931,557,900,3163.07,-1.000,WEPL9232
宜蘭縣利澤垃圾資源回收(焚化)廠,201210,11949.63,5646.86,17462.22,2378.72,897.15,9106,9611.02,7751.3,80.65,16562.77,1401,87,600,897.15,1.600,WEPG3008
臺中市文山垃圾焚化廠,201210,13849.3,3981.68,17917.7,2888.67,1430.14,11554.14,7094.3,5080.64,71.615,11392.87,2101,131,900,1430.14,0.700,WEPB2401
臺中市烏日資源回收廠,201210,15243.61,8544.06,22461.82,3454.81,1499.21,14072.3,13697.3,10975.34,80.127,8402.053,1206,282,900,1499.21,2.700,WEPL0028
桃園市垃圾焚化廠,201210,25773.84,5299.61,32360.59,5176.59,1541.98,17310,19688.9,17154.3,87.126,36897,1220,268,1350,1541.98,2.300,WEPH4335
新北市新店垃圾焚化廠,201209,13229.67,0,14846.6,2278.2,471.755,5522,6724.7,4896.1,72.807,9990.371,1093.5,346.5,900,471.755,2.410,WEPF0537
彰化縣溪州垃圾焚化廠,201812,23418.99,340.98,27251.01,3060.28,1279.89,13601.34,14688.1,12165,82.822,22765.94,1488,0,900,1279.89,1.800,WEPN3259
嘉義市垃圾焚化廠,201201,6631.33,0,6037.735,996.73,234.37,1565,1705.44,1151.63,67.526,1939.069,1488,0,300,234.37,0.900,WEPI2617
宜蘭縣利澤垃圾資源回收(焚化)廠,201212,10350.77,6440.94,18512.82,2821.79,617.04,10118,10263.8,8391.1,81.754,15014.59,1488,0,600,640.82,-1.000,WEPG3008
新北市新店垃圾焚化廠,201112,14187.19,0,12512,1992.11,294.28,4311,5031.6,3593.2,71.412,6430.31,858,630,900,294.28,2.640,WEPF0537
新北市八里垃圾焚化廠,201112,6601.94,24677.44,34289.22,6527.52,1757,12310,21789.42,17645.12,80.98,29782.22,2185,47,1350,1757,1.800,WEPF2314
嘉義市垃圾焚化廠,201112,7069.91,0,6355.084,890.19,183.71,1488,1663.65,1086.39,65.301,1813.839,1488,0,300,183.71,2.100,WEPI2617
基隆市天外天垃圾資源回收(焚化)廠,201112,6008.95,11098.44,17087.09,2205.02,829.81,5242.26,10099.48,8085.59,80.059,15755.41,1370,118,600,829.81,2.100,WEPC1448
宜蘭縣利澤垃圾資源回收(焚化)廠,201112,12314.58,7558.18,18334.26,2802.93,779.9,8943,10340.06,8509.2,82.293,15318.71,1488,0,600,2862.75,-1.000,WEPG3008
臺中市后里資源回收廠,201112,15497.56,6630.88,25328.5,4013.13,1480.39,9495.51,14750.2,12358.8,83.787,19567.02,1411,77,900,1949.35,-1.000,WEPL9232
高雄市政府環境保護局南區資源回收廠,201201,18838.14,16942.83,23073.93,5811.41,1403.47,10198,11102.16,8377.6,75.459,14239,1319,1657,1800,1403.47,-1.000,WEPE5641
臺北市政府環境保護局內湖垃圾焚化廠,201112,1902.34,13385.57,12640.43,2027.47,0,7219.2,3093.38,1544.95,49.943,2643.7,1605,627,900,0,2.800,WEPA4244
高雄市政府環境保護局中區資源回收廠,201406,23469.72,0,17923.7,2299.31,876.55,8985,5705.57,3463.76,60.708,7817.207,1440,720,900,3175.86,2.500,WEPE5004
臺中市文山垃圾焚化廠,201402,12556.3,4042.63,19213.86,2708.08,1014.32,10316.76,7817.42,5950.28,76.115,12766.47,2016,0,900,0,1.600,WEPB2401
嘉義縣鹿草垃圾焚化廠,201402,13661.85,8445.07,22088.1,3466.28,1219.37,8064,13276.1,11087.9,83.517,22330,1344,0,900,1383.74,-1.000,WEPQ7513
高雄市政府環境保護局中區資源回收廠,201401,20088.3,0,16570.9,1978.61,924.2,7729,5253.39,3216.14,61.22,6463.707,1337,895,900,2902.81,2.900,WEPE5004
桃園市垃圾焚化廠,201112,37494.07,4949.92,42176.01,6649.92,1563.6,22650,25805.8,22966.8,88.998,41609,1488,0,1350,1563.6,-1.000,WEPH4335
苗栗縣垃圾焚化廠,201112,11059.68,3130.89,15188.12,2399.64,647.77,7027.4,8787.18,7054.61,80.283,14157.43,1488,0,500,2201.51,-1.000,WEPK0322
高雄市政府環境保護局南區資源回收廠,201112,14565.1,16768.43,26035.36,5497.91,3104.69,10716,9970.08,6320,63.389,10826.98,1509,1467,1800,3104.69,4.400,WEPE5641
臺北市政府環境保護局木柵垃圾焚化廠,201112,14216.9,10485.27,30603.53,8276.37,384.42,0,6925.1,4270.84,61.671,7053.093,2669,307,1500,0,0.600,WEPA4059
臺中市烏日資源回收廠,201112,16777.33,9291.4,27754.55,3652.6,1700.81,17304.51,16409.97,13344.73,81.32,27838.77,1488,0,900,1700.81,3.900,WEPL0028
屏東縣崁頂垃圾資源回收(焚化)廠,201201,16411.52,3798.92,19933.69,3539.06,1024.92,18970,9216.1,6432.4,69.795,10577.23,1322,166,900,1024.92,1.200,WEPT5929
高雄市政府環境保護局中區資源回收廠,201112,16694.03,0,16502,2305.12,807.55,5316,3438.37,2609.91,75.905,4577.65,1387,845,900,807.55,2.800,WEPE5004
臺南市永康垃圾資源回收(焚化)廠,201112,18013.29,5705.01,26763.72,3508.25,1907.51,10044,14412.84,12130.37,84.163,21919.99,1488,0,900,1907.51,-1.000,WEPR8506
高雄市仁武垃圾資源回收(焚化)廠,201112,12377.28,23779.38,30668.27,5650.29,2030.21,11310.1,15939.7,12520.2,78.547,21520.52,1691.5,540.5,1350,2030.21,2.700,WEPS2225
高雄市岡山垃圾資源回收(焚化)廠,201112,11215.57,15016.46,23342.03,4279.34,1196.18,14705,11514.3,7995.6,69.44,13776,1604,628,1350,1196.18,3.400,WEPS1656
臺北市政府環境保護局北投垃圾焚化廠,201112,17268.69,19033.3,36842.88,9354.4,0,16150,9737.75,5057.65,51.938,9157.19,2374,602,1800,0,0.100,WEPA4427
嘉義縣鹿草垃圾焚化廠,201112,13216.77,9897.27,27374.96,4262.34,1418.2,8928,15560.8,13082.4,84.072,19600,1488,0,900,1418.2,1.200,WEPQ7513
臺中市烏日資源回收廠,201902,20823.88,3591.31,24785.3,3026.68,1741.08,9142.11,15594.05,12737.51,81.681,22278.76,1344,0,900,1741.08,2.400,WEPL0028
新北市新店垃圾焚化廠,201111,13498.41,0,13048,1890.25,333.464,4654,5543.5,3993,72.03,6349.549,926,514,900,333.464,2.660,WEPF0537
高雄市岡山垃圾資源回收(焚化)廠,201201,13365.96,14169.64,28803.03,5194.7,1838.25,18433.5,15015.1,10983.3,73.148,21156,2040,192,1350,2041.4,2.600,WEPS1656
臺南市城西垃圾焚化廠,201112,17718.9,3014.99,20992.9,3633.63,0,7086.24,9268.62,7057.68,76.146,10510.08,1480,8,900,0,1.900,WEPD3244
宜蘭縣利澤垃圾資源回收(焚化)廠,201111,8839.94,8251.26,17252.69,2444.56,716.72,8445,9543.49,7729.7,80.994,15293.67,1405,35,600,3044.53,0.900,WEPG3008
苗栗縣垃圾焚化廠,201111,14540.21,3483.49,14761.53,2127.54,642.62,6794.6,8356.5,6631.59,79.358,14397.8,1440,0,500,2770.16,-1.000,WEPK0322
新北市樹林垃圾焚化廠,201111,19056.65,0,20395.6,2978.59,594.68,7378,8624.5,6342.66,73.542,12072.79,1469,691,1350,594.68,2.670,WEPF0759
臺北市政府環境保護局北投垃圾焚化廠,201111,11829.2,0,6023.57,0,0,2475,1413.3,780.5,55.225,639.024,344,2536,1800,0,0.100,WEPA4427
臺中市烏日資源回收廠,201111,18772.32,10335.61,26868.29,3870.49,1870.19,16746.3,15720.6,12698.17,80.774,28603.46,1440,0,900,1870.19,3.900,WEPL0028
高雄市政府環境保護局中區資源回收廠,201111,18788.97,0,16102,1870.16,565.07,5711,3823.42,2730.1,71.404,4562,1334,826,900,565.07,2.500,WEPE5004
臺南市永康垃圾資源回收(焚化)廠,201111,20613.36,5067.27,26747.89,3486.7,677.07,9720,12580.76,10232.46,81.334,17686.79,1440,0,900,677.07,1.300,WEPR8506
高雄市仁武垃圾資源回收(焚化)廠,201111,12252.01,20161.41,33981.95,6216.22,1600.4,12250,18957.6,15203.7,80.198,28957.25,1827.5,332.5,1350,1600.4,-1.000,WEPS2225
新北市樹林垃圾焚化廠,201902,21512.34,3210.6,23244.5,2964.08,875.26,8150,12409.8,9760.16,78.648,15365.09,1961,55,1350,875.26,2.800,WEPF0759
苗栗縣垃圾焚化廠,201902,9943.59,1025.91,13473.2,1587.85,294.8,6334.71,7815.81,6534.88,83.611,11559.87,1344,0,500,294.8,-1.000,WEPK0322
嘉義縣鹿草垃圾焚化廠,201111,13046.3,9810.07,15490.94,2603.16,911.91,5199,7576,5792,76.452,9857,865,575,900,911.91,-1.000,WEPQ7513
彰化縣溪州垃圾焚化廠,201111,22498.12,2568.89,25710.56,3843.53,978.19,11396,12110.8,9487.4,78.338,18299,1440,0,900,2821.43,3.000,WEPN3259
桃園市垃圾焚化廠,201111,17758.39,4949.95,21048.21,2947.57,1019.61,11390,12760.6,10815.4,84.756,19989,782,658,1350,1019.61,1.200,WEPH4335
臺中市后里資源回收廠,201111,12867.17,6676.17,14633.58,1902.76,800.92,5550.04,8129.3,6643.9,81.727,10195.46,818,622,900,800.92,-1.000,WEPL9232
高雄市岡山垃圾資源回收(焚化)廠,201401,7628.74,13599.13,23512.46,4543.39,1331.59,16070.3,14233.6,10774.1,75.694,22447,1764,468,1350,5874.98,3.500,WEPS1656
桃園市垃圾焚化廠,201401,35727.93,5232.75,37780.75,5482.85,1518.96,20080,24693.9,21716.2,87.941,46691.38,1416,72,1350,7001.81,2.300,WEPH4335
嘉義市垃圾焚化廠,201401,7551.88,0.09,6561.992,1002.22,186.1,1591,1749.15,1184.2,67.701,2617.876,1488,0,300,186.1,1.300,WEPI2617
臺北市政府環境保護局內湖垃圾焚化廠,201401,10407.65,349.29,13415.4,1993.75,0,8843.2,3214.27,1559.57,48.52,3401.231,1936,296,900,0,2.300,WEPA4244
臺北市政府環境保護局北投垃圾焚化廠,201312,15661.24,12295.07,39045.33,6338.26,0,13045,16568.66,12187.2,73.555,26307.66,2789,187,1800,0,1.900,WEPA4427
新北市八里垃圾焚化廠,201111,7588.02,21448.44,29003.31,4419.4,1377.21,10740,18651.62,14779.72,79.24,25394.95,1852,308,1350,1377.21,1.300,WEPF2314
臺北市政府環境保護局內湖垃圾焚化廠,201111,3179.52,10323.95,16938.32,2269.88,0,10483.6,3247.65,1585.21,48.811,2918,2160,0,900,0,1.600,WEPA4244
高雄市政府環境保護局中區資源回收廠,201908,21653.46,0,16537.14,2069.57,560.85,7801,5571.36,3148.83,56.51,5397.124,1394,838,900,560.85,1.100,WEPE5004
彰化縣溪州垃圾焚化廠,201907,24667.56,428.58,26823.14,3330.88,1258.81,13599.85,13602.5,10980,80.72,22387.97,1462,26,900,1258.81,1.100,WEPN3259
新北市樹林垃圾焚化廠,201906,24660.91,2267.41,26105.2,2324.36,698.41,9775,11030.4,8246.99,74.76,14872.12,1939,221,1350,698.41,1.800,WEPF0759
嘉義市垃圾焚化廠,201111,6805.07,0,5385.246,610.9,116.17,1245,1235.24,731.23,59.197,1104.647,1258,182,300,116.17,1.800,WEPI2617
高雄市政府環境保護局南區資源回收廠,201111,14218.91,16485.8,27906.21,7688.96,2629.08,13008,13362.24,9337.6,69.88,16173.38,1621,1259,1800,2629.08,1.300,WEPE5641
桃園市垃圾焚化廠,201905,19901.15,4323.04,21476.55,3415.99,867.68,11670,11594.8,9768.6,84.249,18681.43,776,712,1350,867.68,-1.000,WEPH4335
高雄市岡山垃圾資源回收(焚化)廠,201111,11153.03,15200,29830.55,6081.27,2563.55,19067.5,14564.2,10570.2,72.576,19691,2116,44,1350,4769.53,2.800,WEPS1656
新北市新店垃圾焚化廠,201110,13672.33,0,13371.3,1653.39,346.525,5013,5648.1,4001.6,70.848,6474.838,992.5,495.5,900,346.525,2.870,WEPF0537
臺北市政府環境保護局木柵垃圾焚化廠,201111,15163.14,19316.97,30845.05,7171.63,191.31,0,7587.1,4746.45,62.559,8112.034,2880,0,1500,0,1.200,WEPA4059
基隆市天外天垃圾資源回收(焚化)廠,201111,5842.43,10579.42,17965.22,2359.68,929.6,5472.19,10531.3,8408.77,79.845,17140.2,1440,0,600,929.6,2.100,WEPC1448
臺南市城西垃圾焚化廠,201111,12413.82,2207.3,12003.38,2048.38,0,4011.84,4579.9,3072.4,67.084,5670.568,806,634,900,0,-1.000,WEPD3244
新竹市垃圾資源回收廠,201110,13768.02,4811.17,10982.78,1609.32,480.27,3645.46,5996.457,4127.68,68.835,7550.837,758,730,900,2089.59,2.500,WEPO1732
屏東縣崁頂垃圾資源回收(焚化)廠,201110,18012.8,4156.18,21704.93,3470,1246.81,18710,10329,7298.3,70.658,11778.5,1289,199,900,1246.81,2.900,WEPT5929
高雄市仁武垃圾資源回收(焚化)廠,201110,14459.83,23800.36,33343.03,6176.6,2404.2,14020.1,17951.55,14364.2,80.016,23003.29,1741,491,1350,8580.8,-1.000,WEPS2225
新北市八里垃圾焚化廠,201110,7941.32,22266.72,27923.49,5101.72,1295.3,10280,17620.67,13628.97,77.346,24015.57,1812,420,1350,1295.3,1.100,WEPF2314
高雄市政府環境保護局中區資源回收廠,201110,15624.2,0,16019,1694.01,539.82,5997.98,1303.57,930.77,71.401,423.8,1390,842,900,1761.78,3.500,WEPE5004
臺中市文山垃圾焚化廠,201111,13444.88,3643.07,15198.1,2045.6,1833.08,8409.49,5895.92,4069.79,69.027,6920.86,1587,573,900,1833.08,1.000,WEPB2401
桃園市垃圾焚化廠,201110,27964.29,4974.28,37837.11,5500.75,1523.94,21040,24384.3,21323.9,87.449,39177,1458,30,1350,1523.94,2.300,WEPH4335
臺北市政府環境保護局內湖垃圾焚化廠,201110,3625.45,14698.92,15317.11,2493.09,0,9245.4,3293.2,1652.8,50.188,2653,1960,272,900,0,1.100,WEPA4244
嘉義縣鹿草垃圾焚化廠,201110,14514.75,10292.92,26246.91,3779.47,1243.81,8928,15086.2,12323.7,81.688,17752,1488,0,900,1243.81,-1.000,WEPQ7513
屏東縣崁頂垃圾資源回收(焚化)廠,201111,17676.21,3637.63,21148.21,3395.9,1332.99,18770,9953.7,7029.6,70.623,13240.86,1284,156,900,1332.99,1.200,WEPT5929
臺中市烏日資源回收廠,201110,13045.42,8292.33,16915.21,2286.84,1085.58,10558.51,10087.21,7897.38,78.291,13575.3,888,600,900,1085.58,3.400,WEPL0028
苗栗縣垃圾焚化廠,201110,10323.02,2855.76,10553.17,1956.48,554.24,4914.8,5960.91,4624.91,77.587,8517.478,1030,458,500,1429.95,2.100,WEPK0322
新竹市垃圾資源回收廠,201111,14710.23,4856.08,20242.15,3461.06,786.15,6858.19,11414.71,8767.114,76.805,18850.3,1440,0,900,4247.21,2.400,WEPO1732
高雄市政府環境保護局南區資源回收廠,201110,17786.72,16112.77,29260.04,7522.19,1445.27,12484,11456.64,7942.4,69.325,14950.92,1712,1264,1800,5788.4,1.400,WEPE5641
臺南市永康垃圾資源回收(焚化)廠,201110,20919.33,5061.7,19746.17,2640.49,948.85,7241,8926.24,7018.44,78.627,12654.3,1066,422,900,948.85,-1.000,WEPR8506
嘉義市垃圾焚化廠,201110,5926.97,0,3433.717,482.12,115.27,826,753.27,405.9,53.885,794.394,836,652,300,115.27,2.200,WEPI2617
嘉義縣鹿草垃圾焚化廠,200303,11533.08,5943.363,28132,4792.29,1186.7,6549,16017,13599.1,84.904,0,1488,0,900,0,0.000,wepq7513
嘉義縣鹿草垃圾焚化廠,200302,12019.6,3788.3,25245,4336.38,1000.54,5766,14219.3,12144.4,85.407,0,1344,0,900,0,0.000,wepq7513
臺南市永康垃圾資源回收(焚化)廠,201005,17017.83,5588.03,21167.73,2459.99,1030.19,8323,4399.37,3472.12,78.923,3308.172,1250,238,900,3490.18,4.100,WEPR8506
彰化縣溪州垃圾焚化廠,201006,25411.55,2708.08,25849.55,3208.59,1185.42,12047,11010.1,8449.5,76.743,19558,1438,2,900,3093.6,1.600,WEPN3259
